sim,skill_match,skill_jaccard,skill_coverage,title_kw_score,industry_match,has_internship,has_certificate,has_project,has_competition,has_learning_evidence,has_communication_evidence,has_pressure_evidence,job_title_len,job_resp_len,job_content_len,job_req_len,job_full_text_len,query_id,label
0.5101912021636963,5,0.19230769230769232,0.21739130434782608,0.0,0.0,1,0,1,1,1,1,1,5,1426,3,3,1440,resume_001,1
0.5352367758750916,4,0.25,0.3333333333333333,1.0,0.0,1,0,1,1,1,1,1,4,343,3,3,356,resume_001,1
0.47067874670028687,4,0.25,0.3333333333333333,1.0,0.0,1,0,1,1,1,1,1,4,391,3,3,404,resume_001,1
0.5101912021636963,5,0.19230769230769232,0.21739130434782608,0.0,0.0,1,0,1,1,1,1,1,5,1426,3,3,1440,resume_001,1
0.530553936958313,4,0.23529411764705882,0.3076923076923077,0.0,0.0,1,0,1,1,1,1,1,4,747,3,3,760,resume_001,1
0.5072915554046631,4,0.26666666666666666,0.36363636363636365,1.0,0.0,1,0,1,1,1,1,1,4,285,3,3,298,resume_001,1
0.5352367758750916,4,0.25,0.3333333333333333,1.0,0.0,1,0,1,1,1,1,1,4,343,3,3,356,resume_001,1
0.533687949180603,4,0.26666666666666666,0.36363636363636365,1.0,0.0,1,0,1,1,1,1,1,4,251,3,3,264,resume_001,1
0.36723023653030396,1,0.1,0.3333333333333333,0.0,0.0,1,0,1,1,1,1,1,5,420,3,3,434,resume_001,0
0.35503971576690674,1,0.1,0.3333333333333333,0.0,0.0,1,0,1,1,1,1,1,4,450,3,3,463,resume_001,0
0.3997953534126282,1,0.07692307692307693,0.16666666666666666,0.0,0.0,1,0,1,1,1,1,1,5,1880,3,3,1894,resume_001,0
0.36723023653030396,1,0.1,0.3333333333333333,0.0,0.0,1,0,1,1,1,1,1,5,420,3,3,434,resume_001,0
0.352590411901474,1,0.09090909090909091,0.25,0.0,0.0,1,0,1,1,1,1,1,5,341,3,3,355,resume_001,0
0.4090246558189392,1,0.09090909090909091,0.25,0.0,0.0,1,0,1,1,1,1,1,5,454,3,3,468,resume_001,0
0.4090246558189392,1,0.09090909090909091,0.25,0.0,0.0,1,0,1,1,1,1,1,5,454,3,3,468,resume_001,0
0.4038565754890442,1,0.1,0.3333333333333333,0.0,0.0,1,0,1,1,1,1,1,5,245,3,3,259,resume_001,0
0.4781893491744995,0,0.0,0.0,1.0,0.0,1,0,1,1,1,1,1,4,491,3,3,504,resume_001,0
0.4781893491744995,0,0.0,0.0,1.0,0.0,1,0,1,1,1,1,1,4,491,3,3,504,resume_001,0
0.4326823055744171,0,0.0,0.0,0.0,0.0,1,0,1,1,1,1,1,4,318,3,3,331,resume_001,0
0.40216076374053955,0,0.0,0.0,0.0,0.0,1,0,1,1,1,1,1,4,401,3,3,414,resume_001,0
0.42277464270591736,0,0.0,0.0,0.0,0.0,1,0,1,1,1,1,1,4,396,3,3,409,resume_001,0
0.40216076374053955,0,0.0,0.0,0.0,0.0,1,0,1,1,1,1,1,4,401,3,3,414,resume_001,0
0.39051908254623413,0,0.0,0.0,0.0,0.0,1,0,1,1,1,1,1,4,567,3,3,580,resume_001,0
0.602517306804657,6,0.42857142857142855,0.75,1.0,0.0,1,0,1,0,1,1,0,4,276,3,3,289,resume_002,1
0.47283363342285156,6,0.375,0.6,1.0,0.0,1,0,1,0,1,1,0,4,495,3,3,508,resume_002,1
0.526330292224884,6,0.2608695652173913,0.35294117647058826,1.0,0.0,1,0,1,0,1,1,0,4,653,3,3,666,resume_002,1
0.4716269373893738,6,0.375,0.6,1.0,0.0,1,0,1,0,1,1,0,4,493,3,3,506,resume_002,1
0.5325165390968323,8,0.21052631578947367,0.23529411764705882,1.0,0.0,1,0,1,0,1,1,0,4,2110,3,3,2123,resume_002,1
0.5388942360877991,8,0.38095238095238093,0.47058823529411764,1.0,0.0,1,0,1,0,1,1,0,4,640,3,3,653,resume_002,1
0.5388942360877991,8,0.38095238095238093,0.47058823529411764,1.0,0.0,1,0,1,0,1,1,0,4,640,3,3,653,resume_002,1
0.4722291827201843,5,0.2777777777777778,0.45454545454545453,1.0,0.0,1,0,1,0,1,1,0,4,781,3,3,794,resume_002,1
0.6082528829574585,1,0.058823529411764705,0.16666666666666666,0.0,0.0,1,0,1,0,1,1,0,5,467,120,148,743,resume_002,0
0.432755708694458,1,0.07692307692307693,0.5,0.0,0.0,1,0,1,0,1,1,0,4,220,3,3,233,resume_002,0
0.32298094034194946,1,0.0625,0.2,0.0,0.0,1,0,1,0,1,1,0,4,414,3,3,427,resume_002,0
0.4331665635108948,1,0.07142857142857142,0.3333333333333333,0.0,0.0,1,0,1,0,1,1,0,5,358,3,3,372,resume_002,0
0.45437416434288025,1,0.07142857142857142,0.3333333333333333,0.0,0.0,1,0,1,0,1,1,0,7,469,3,3,485,resume_002,0
0.38269054889678955,1,0.06666666666666667,0.25,0.0,0.0,1,0,1,0,1,1,0,5,366,3,3,380,resume_002,0
0.4390186667442322,1,0.07692307692307693,0.5,0.0,0.0,1,0,1,0,1,1,0,5,234,3,3,248,resume_002,0
0.354917049407959,1,0.06666666666666667,0.25,0.0,0.0,1,0,1,0,1,1,0,4,1725,3,3,1738,resume_002,0
0.4903981685638428,1,0.08333333333333333,1.0,0.0,0.0,1,0,1,0,1,1,0,7,446,3,157,616,resume_002,0
0.43815556168556213,1,0.08333333333333333,1.0,0.0,0.0,1,0,1,0,1,1,0,7,244,3,3,260,resume_002,0
0.5186011791229248,1,0.08333333333333333,1.0,0.0,0.0,1,0,1,0,1,1,0,5,248,3,67,326,resume_002,0
0.48727861046791077,1,0.08333333333333333,1.0,0.0,0.0,1,0,1,0,1,1,0,5,222,3,3,236,resume_002,0
0.36509940028190613,1,0.07692307692307693,0.5,0.0,0.0,1,0,1,0,1,1,0,4,313,3,3,326,resume_002,0
0.41985687613487244,1,0.0625,0.2,0.0,0.0,1,0,1,0,1,1,0,4,304,3,3,317,resume_002,0
0.41985687613487244,1,0.0625,0.2,0.0,0.0,1,0,1,0,1,1,0,4,304,3,3,317,resume_002,0
0.4229334592819214,1,0.07692307692307693,0.14285714285714285,0.0,0.0,1,0,1,0,0,0,1,5,515,3,3,529,resume_003,1
0.5909366607666016,1,0.125,0.5,0.0,0.1111111111111111,1,0,1,0,0,0,1,5,121,3,3,135,resume_003,1
0.5909366607666016,1,0.125,0.5,0.0,0.1111111111111111,1,0,1,0,0,0,1,5,121,3,3,135,resume_003,1
0.3700255751609802,1,0.07142857142857142,0.125,0.0,0.0,1,0,1,0,0,0,1,4,365,3,3,378,resume_003,1
0.5178102254867554,1,0.07692307692307693,0.14285714285714285,0.0,0.0,1,0,1,0,0,0,1,7,256,3,3,272,resume_003,1
0.4665907919406891,1,0.1,0.25,0.0,0.3333333333333333,1,0,1,0,0,0,1,4,273,3,3,286,resume_003,1
0.3700255751609802,1,0.043478260869565216,0.058823529411764705,0.0,0.0,1,0,1,0,0,0,1,4,1285,3,3,1298,resume_003,1
0.4749649167060852,1,0.1111111111111111,0.3333333333333333,0.0,0.3333333333333333,1,0,1,0,0,0,1,5,329,3,3,343,resume_003,1
0.5516771078109741,1,0.09090909090909091,0.2,0.0,0.25,1,0,1,0,0,0,1,5,363,3,3,377,resume_003,0
0.5684791207313538,1,0.06666666666666667,0.1111111111111111,0.0,0.0,1,0,1,0,0,0,1,5,630,3,281,922,resume_003,0
0.343858927488327,1,0.07692307692307693,0.14285714285714285,0.0,0.0,1,0,1,0,0,0,1,4,477,3,3,490,resume_003,0
0.3417697548866272,1,0.08333333333333333,0.16666666666666666,0.0,0.0,1,0,1,0,0,0,1,4,413,3,3,426,resume_003,0
0.3579936623573303,1,0.09090909090909091,0.2,0.0,0.0,1,0,1,0,0,0,1,4,144,3,3,157,resume_003,0
0.43785321712493896,1,0.09090909090909091,0.2,0.0,0.0,1,0,1,0,0,0,1,4,437,3,3,450,resume_003,0
0.36807507276535034,1,0.09090909090909091,0.2,0.0,0.0,1,0,1,0,0,0,1,4,142,3,3,155,resume_003,0
0.36807507276535034,1,0.09090909090909091,0.2,0.0,0.0,1,0,1,0,0,0,1,4,142,3,3,155,resume_003,0
0.5727278590202332,1,0.08333333333333333,0.16666666666666666,0.0,0.16666666666666666,1,0,1,0,0,0,1,5,716,3,3,730,resume_003,0
0.42520850896835327,1,0.125,0.5,0.0,0.0,1,0,1,0,0,0,1,4,274,3,3,287,resume_003,0
0.38962724804878235,1,0.07142857142857142,0.125,0.0,0.0,1,0,1,0,0,0,1,4,377,3,3,390,resume_003,0
0.46054187417030334,1,0.1,0.25,0.0,0.25,1,0,1,0,0,0,1,5,324,3,3,338,resume_003,0
0.4359133243560791,1,0.1111111111111111,0.3333333333333333,0.0,0.0,1,0,1,0,0,0,1,5,376,3,3,390,resume_003,0
0.3579936623573303,1,0.09090909090909091,0.2,0.0,0.0,1,0,1,0,0,0,1,4,144,3,3,157,resume_003,0
0.4604262709617615,1,0.0625,0.1,0.0,0.0,1,0,1,0,0,0,1,5,679,3,3,693,resume_003,0
0.3646129071712494,3,0.0967741935483871,0.13043478260869565,0.0,0.0,1,0,1,0,0,1,0,5,1426,3,3,1440,resume_004,1
0.357036292552948,3,0.1875,0.375,0.0,0.0,1,0,1,0,0,1,0,4,720,3,3,733,resume_004,1
0.43290627002716064,3,0.1875,0.375,0.0,0.0,1,0,1,0,0,1,0,5,726,3,3,740,resume_004,1
0.3646129071712494,3,0.0967741935483871,0.13043478260869565,0.0,0.0,1,0,1,0,0,1,0,5,1426,3,3,1440,resume_004,1
0.357036292552948,3,0.1875,0.375,0.0,0.0,1,0,1,0,0,1,0,4,720,3,3,733,resume_004,1
0.4262879490852356,3,0.1875,0.375,0.0,0.0,1,0,1,0,0,1,0,5,809,3,3,823,resume_004,1
0.35711371898651123,3,0.1875,0.375,0.0,0.0,1,0,1,0,0,1,0,4,742,3,3,755,resume_004,1
0.357036292552948,3,0.1875,0.375,0.0,0.0,1,0,1,0,0,1,0,4,720,3,3,733,resume_004,1
0.3756803274154663,0,0.0,0.0,0.0,0.0,1,0,1,0,0,1,0,4,137,3,3,150,resume_004,0
0.4758610129356384,0,0.0,0.0,0.0,0.0,1,0,1,0,0,1,0,4,170,3,3,183,resume_004,0
0.3535527288913727,0,0.0,0.0,0.0,0.0,1,0,1,0,0,1,0,4,198,3,3,211,resume_004,0
0.4288257956504822,0,0.0,0.0,0.0,0.0,1,0,1,0,0,1,0,4,407,3,3,420,resume_004,0
